parcel_id,slr_m,depth_m
34,1.5,0.9409496784210205
34,2,1.5365468263626099
34,2.5,2.0265443325042725
34,3,2.5068161487579346
35,0,0
35,0.25,0
35,0.5,0
35,0.75,0.10257746279239655
35,1,0.352555513381958
35,1.5,0.8657175898551941
35,2,1.412553071975708
35,2.5,1.9125962257385254
35,3,2.4062106609344482
36,0,0
36,0.25,0.18902432918548584
36,0.5,0.4282221794128418
36,0.75,0.6928662657737732
36,1,0.9483199119567871
36,1.5,1.4539121389389038
36,2,2.0225582122802734
36,2.5,2.5428662300109863
36,3,3.054154634475708
37,0,0
37,0.25,0.0826878696680069
37,0.5,0.3287787437438965
37,0.75,0.5986218452453613
37,1,0.8580934405326843
37,1.5,1.358778715133667
37,2,1.9271987676620483
37,2.5,2.4486217498779297
37,3,2.9587786197662354
38,0,0
38,0.25,0
38,0.5,0
38,0.75,0.1864941567182541
38,1,0.4572436809539795
38,1.5,0.9972474575042725
38,2,1.5452587604522705
38,2.5,2.0772435665130615
38,3,2.613401412963867
39,0,0
39,0.25,0.2688702344894409
39,0.5,0.5098981261253357
39,0.75,0.7813085913658142
39,1,1.018870234489441
39,1.5,1.5188744068145752
39,2,2.092332363128662
39,2.5,2.6041009426116943
39,3,3.112332344055176
40,0,0
40,0.25,0.33747389912605286
40,0.5,0.574531078338623
40,0.75,0.8546025156974792
40,1,1.0946965217590332
40,1.5,1.5945311784744263
40,2,2.1645312309265137
40,2.5,2.6745312213897705
40,3,3.1845312118530273
41,0,0.12042153626680374
41,0.25,0.37606650590896606
41,0.5,0.630282998085022
41,0.75,0.8960748314857483
41,1,1.156169056892395
41,1.5,1.6560747623443604
41,2,2.220302104949951
41,2.5,2.746074914932251
41,3,3.2731597423553467
42,0,0
42,0.25,0.08527946472167969
42,0.5,0.3579629063606262
42,0.75,0.6074262261390686
42,1,0.8579629063606262
42,1.5,1.387379765510559
42,2,1.9425288438796997
42,2.5,2.4679629802703857
42,3,2.9779629707336426
43,0,0
43,0.25,0
43,0.5,0.20776581764221191
43,0.75,0.471122682094574
43,1,0.7377658486366272
43,1.5,1.2577658891677856
43,2,1.8411494493484497
43,2.5,2.360140800476074
43,3,2.877765655517578
44,0,0
44,0.25,0.12859895825386047
44,0.5,0.3964226543903351
44,0.75,0.6541267037391663
44,1,0.9185989499092102
44,1.5,1.4541267156600952
44,2,2.0385990142822266
44,2.5,2.5441267490386963
44,3,3.0366153717041016
45,0,0
45,0.25,0.1692286878824234
45,0.5,0.4393140375614166
45,0.75,0.6897159218788147
45,1,0.9497159123420715
45,1.5,1.489403486251831
45,2,2.070559501647949
45,2.5,2.569715976715088
45,3,3.0793139934539795
46,0,0
46,0.25,0.14349183440208435
46,0.5,0.39775487780570984
46,0.75,0.6534922122955322
46,1,0.9134918451309204
46,1.5,1.4437463283538818
46,2,2.0034921169281006
46,2.5,2.525097131729126
46,3,3.0477547645568848
47,0,0
47,0.25,0
47,0.5,0.20043615996837616
47,0.75,0.46035993099212646
47,1,0.7118259072303772
47,1.5,1.2412415742874146
47,2,1.7918262481689453
47,2.5,2.321826219558716
47,3,2.851825714111328
48,0,0.1317858248949051
48,0.25,0.4002799391746521
48,0.5,0.6317857503890991
48,0.75,0.8993309736251831
48,1,1.1502888202667236
48,1.5,1.686880350112915
48,2,2.2302799224853516
48,2.5,2.770279884338379
48,3,3.2902886867523193
49,0,0.17245617508888245
49,0.25,0.4124511182308197
49,0.5,0.6535266041755676
49,0.75,0.913520872592926
49,1,1.173526644706726
49,1.5,1.6974833011627197
49,2,2.2563819885253906
49,2.5,2.7924561500549316
49,3,3.327364921569824
50,0,0
50,0.25,0.0897824764251709
50,0.5,0.2685248553752899
50,0.75,0.5017942786216736
50,1,0.7601807713508606
50,1.5,1.2873013019561768
50,2,1.8601807355880737
50,2.5,2.382577896118164
50,3,2.9117941856384277
51,0,0
51,0.25,0.1927962303161621
51,0.5,0.45434337854385376
51,0.75,0.7043435573577881
51,1,0.9643433690071106
51,1.5,1.4943434000015259
51,2,2.0728039741516113
51,2.5,2.5868659019470215
51,3,3.1068665981292725
52,0,0.06800563633441925
52,0.25,0.3064815402030945
52,0.5,0.5742642283439636
52,0.75,0.8254730105400085
52,1,1.0842641592025757
52,1.5,1.6162915229797363
52,2,2.194248914718628
52,2.5,2.706481456756592
52,3,3.226491928100586
53,0,0
53,0.25,0
53,0.5,0.21382415294647217
53,0.75,0.4638328552246094
53,1,0.7238332629203796
53,1.5,1.2627185583114624
53,2,1.8338241577148438
53,2.5,2.3527183532714844
53,3,2.863832950592041
54,0,0
54,0.25,0
54,0.5,0.21363097429275513
54,0.75,0.3707441985607147
54,1,0.6330521702766418
54,1.5,1.173052191734314
54,2,1.7620266675949097
54,2.5,2.260744333267212
54,3,2.766496419906616
55,0,0
55,0.25,0
55,0.5,0.30242180824279785
55,0.75,0.5624218583106995
55,1,0.8225106596946716
55,1.5,1.3558571338653564
55,2,1.9742592573165894
55,2.5,2.45587158203125
55,3,2.954259157180786
56,0,0
56,0.25,0.1690240055322647
56,0.5,0.43591630458831787
56,0.75,0.6959035396575928
56,1,0.9559035301208496
56,1.5,1.4876735210418701
56,2,2.107314109802246
56,2.5,2.595916271209717
56,3,3.089020013809204
57,0,0
57,0.25,0.05518119037151337
57,0.5,0.29402118921279907
57,0.75,0.5539750456809998
57,1,0.8039145469665527
57,1.5,1.3139315843582153
57,2,1.915211796760559
57,2.5,2.4139623641967773
57,3,2.9097702503204346
58,0,0.07430333644151688
58,0.25,0.30795228481292725
58,0.5,0.5579522848129272
58,0.75,0.816637396812439
58,1,1.074768304824829
58,1.5,1.5984172821044922
58,2,2.177952289581299
58,2.5,2.7079522609710693
58,3,3.229726791381836
59,0,0.05004749447107315
59,0.25,0.2555426359176636
59,0.5,0.5250576138496399
59,0.75,0.7755526900291443
59,1,1.039626121520996
59,1.5,1.575542688369751
59,2,2.155057668685913
59,2.5,2.6750576496124268
59,3,3.1850430965423584
60,0,0
60,0.25,0.20649544894695282
60,0.5,0.47131890058517456
60,0.75,0.7319085597991943
60,1,1.0119085311889648
60,1.5,1.5298234224319458
60,2,2.1519150733947754
60,2.5,2.636495351791382
60,3,3.131908416748047
61,0,0
61,0.25,0.07448247820138931
61,0.5,0.33066919445991516
61,0.75,0.5844824910163879
61,1,0.8444986343383789
61,1.5,1.3545042276382446
61,2,2.0072474479675293
61,2.5,2.484504222869873
61,3,2.9706315994262695
62,0,0
62,0.25,0.43259164690971375
62,0.5,0.7071632742881775
62,0.75,0.9625905156135559
62,1,1.2242218255996704
62,1.5,1.725294828414917
62,2,2.3852946758270264
62,2.5,2.835294723510742
62,3,3.3123154640197754
