parcel_id,scenario,cliff_scenario,retreat_year,mc_enabled,mc_n_sims,mc_mean_year,mc_median_year,mc_sd_year,mc_q05_year,mc_q25_year,mc_q75_year,mc_q95_year,mc_range_years,retreat_trigger,timing_category,cliff_exposure_status,initial_cliff_dist_m,parameter_set,rental_yield,discount_rate,damage_threshold,ADDRESS,PRICE,strval,landval,elevation,LATITUDE,LONGITUDE,rent,npv_rent_to_tstar,buyout_price_uncapped,buyout_price,buyout_capped,buyout_market_100pct,buyout_savings_pct,buyout_savings_dollars,gov_rent_collected,gov_land_recovered,gov_net_cost,gov_outcome
49,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,135 Crab St,344738,236490.26799999998,108247.732,1.3,40.7388757,-124.2186589,17236.9,17236.9,125484.63200000001,125484.63200000001,FALSE,344738,63.59999999999999,219253.368,17236.9,108247.732,1.4551915228366852e-11,near_break_even
50,High,NA,7.454,TRUE,1000,7.454,8,0.6295079668123988,6,7,8,8,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,123 Crab St,326438,223936.468,102501.532,1.3,40.7387997,-124.2184263,16321.900000000001,114233.7549545135,216735.28695451352,216735.28695451352,FALSE,326438,33.60598736834758,109702.71304548648,114233.7549545135,102501.532,1.4551915228366852e-11,near_break_even
51,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,105 Crab St,243924,167331.864,76592.136,1.3,40.7387073,-124.2181151,12196.2,12196.2,88788.336,88788.336,FALSE,243924,63.6,155135.664,12196.2,76592.136,0,break_even
52,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,83 Crab St,277883,190627.738,87255.262,1.3,40.7386596,-124.2179455,13894.150000000001,13894.150000000003,101149.41200000001,101149.41200000001,FALSE,277883,63.59999999999999,176733.588,13894.150000000003,87255.262,0,break_even
53,High,NA,10.571,TRUE,1000,10.571,11,0.5703369918603249,10,10,11,11,1,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,85 (69) Crab St,371255,254680.93,116574.07,1.3,40.7385792,-124.2179989,18562.75,178808.36840659226,295382.43840659223,295382.43840659223,FALSE,371255,20.436778385047415,75872.56159340777,178808.36840659226,116574.07,-2.9103830456733704e-11,profit
54,High,NA,14.725,TRUE,1000,14.725,15,0.630692296427325,14,14,15,16,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,57 Crab St,380725,261177.35,119547.65,1.3,40.7384375,-124.2176553,19036.25,245554.81377097595,365102.46377097594,365102.46377097594,FALSE,380725,4.103364956076971,15622.53622902406,245554.81377097595,119547.65,0,break_even
55,High,NA,4.426,TRUE,1000,4.426,5,0.6347652534023321,3,4,5,5,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,31 Crab St,333532,228802.952,104729.048,1.3,40.7383085,-124.2173666,16676.600000000002,71370.4986323708,176099.5466323708,176099.5466323708,FALSE,333532,47.20160385439155,157432.4533676292,71370.4986323708,104729.048,0,break_even
56,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,25 Crab St,277312,190236.032,87075.968,1.3,40.7383127,-124.2172382,13865.6,13865.6,100941.568,100941.568,FALSE,277312,63.6,176370.432,13865.6,87075.968,0,break_even
57,High,NA,5.625,TRUE,1000,5.625,6,0.5802686547726938,5,5,6,6,1,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,1723 Buhne Dr,316822,217339.892,99482.10800000001,1.3,40.739155,-124.2192062,15841.1,85160.33680145696,184642.44480145696,184642.44480145696,FALSE,316822,41.72044719070741,132179.55519854304,85160.33680145696,99482.10800000001,0,break_even
58,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,130 Perch St,305500,209573,95927,1.24,40.7384699,-124.2187065,15275,15275,111202,111202,FALSE,305500,63.6,194298,15275,95927,0,break_even
59,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,98 Perch St,360648,247404.528,113243.472,0.22,40.738338,-124.2183033,18032.4,18032.4,131275.872,131275.872,FALSE,360648,63.6,229372.128,18032.4,113243.472,1.4551915228366852e-11,near_break_even
60,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,32 Perch St,312581,214430.566,98150.434,0.22,40.7379142,-124.2174716,15629.050000000001,15629.050000000001,113779.484,113779.484,FALSE,312581,63.6,198801.516,15629.050000000001,98150.434,0,break_even
61,High,NA,2.732,TRUE,1000,2.732,3,0.6500758406513801,2,2,3,4,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,10 Perch St,201455,138198.13,63256.87,1.23,40.737652,-124.2172012,10072.75,27053.712344458458,90310.58234445847,90310.58234445847,FALSE,201455,55.1708409597883,111144.41765554153,27053.712344458458,63256.87,7.275957614183426e-12,near_break_even
62,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,25 Halibut Ave,292645,200754.47,91890.53,1.3,40.7367277,-124.2193352,14632.25,14632.25,106522.78,106522.78,FALSE,292645,63.6,186122.22,14632.25,91890.53,0,break_even
