"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE OR PROVINCE","ZIP OR POSTAL CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","full_address","rentalval","elevation","rent","longitude","latitude","landval_acre","landshare","landval","strval","retreat_year","X","Y"
"PAST SALE","June-30-2020","Single Family Residential","101 Ocean Dr","Oxnard","CA","93035",2494000,4,4,"VC32 - Oxnard - Port Hueneme Beaches",3700,3000,2005,NA,674,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/101-Ocean-Dr-93035/home/12131882","CRMLS","220000825","Y","Y","101 Ocean Dr, Oxnard, CA",9598,3.4,115176,-119.2150286,34.1478655,6806200,0.599,1493906,1000094,100,-119.2150286,34.1478655
"PAST SALE","June-22-2021","Single Family Residential","113 Ocean Dr","Oxnard","CA","93035",2575000,4,2.5,"Silverstrand Beach - 0308",2600,3001,1977,NA,990,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/113-Ocean-Dr-93035/home/169380093","CRMLS","V1-5347","Y","Y","113 Ocean Dr, Oxnard, CA",7031.85478736925,3.54,84382.257448431,-119.2151943,34.1480421,6806200,0.599,1542425,1032575,86,-119.2151943,34.1480421
"PAST SALE",NA,"Single Family Residential","121 Ocean Dr","Oxnard","CA","93035",625000,5,3,NA,3018,2613,1974,NA,207,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/121-Ocean-Dr-93035/home/4526393",NA,NA,"Y","Y","121 Ocean Dr, Oxnard, CA",8795,3.54,105540,-119.2152493,34.1481111,6806200,0.599,374375,250625,100,-119.2152493,34.1481111
"PAST SALE","January-20-2017","Single Family Residential","81 Santa Monica Ave","Oxnard","CA","93035",1300000,4,3,"Oxnard - Port Hueneme Beaches",1680,1500,1967,NA,774,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/81-Santa-Monica-Ave-93035/home/4526390","TheMLS","17-190246","Y","Y","81 Santa Monica Ave, Oxnard, CA",6109,3.59,73308,-119.2154966,34.1482936,6806200,0.599,778700,521300,100,-119.2154966,34.1482936
"PAST SALE",NA,"Single Family Residential","87 Santa Monica Ave","Oxnard","CA","93035",307000,3,3,NA,1346,1306,1980,NA,228,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/87-Santa-Monica-Ave-93035/home/4526389",NA,NA,"Y","Y","87 Santa Monica Ave, Oxnard, CA",5736,3.47,68832,-119.2154259,34.1483287,6806200,0.599,183893,123107,100,-119.2154259,34.1483287
"PAST SALE","October-14-2013","Single Family Residential","201 Ocean Dr","Oxnard","CA","93035",880000,3,3,"Silverstrand Beach - 0308",2029,1960,1981,NA,434,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/201-Ocean-Dr-93035/home/4526399","CRMLS","V0-13010929","Y","Y","201 Ocean Dr, Oxnard, CA",6842,3.39,82104,-119.215315,34.1483806,6806200,0.599,527120,352880,100,-119.215315,34.1483806
"PAST SALE","March-12-2024","Single Family Residential","209 Ocean Dr","Oxnard","CA","93035",3100000,3,2.5,"VC32 - Oxnard - Port Hueneme Beaches",2702,2500,2004,NA,1147,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/209-Ocean-Dr-93035/home/4526400","CRMLS","V1-21631","Y","Y","209 Ocean Dr, Oxnard, CA",8430,3.53,101160,-119.2155131,34.1484149,6806200,0.599,1856900,1243100,85,-119.2155131,34.1484149
"PAST SALE","December-23-2019","Single Family Residential","215 Ocean Dr","Oxnard","CA","93035",2400000,6,4,"Silverstrand Beach - 0308",3351,2500,1988,NA,716,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/215-Ocean-Dr-93035/home/4526392","CRMLS","V0-219011448","Y","Y","215 Ocean Dr, Oxnard, CA",9851,3.67,118212,-119.2155735,34.1484394,6806200,0.599,1437600,962400,100,-119.2155735,34.1484394
"PAST SALE","February-9-2009","Single Family Residential","223 OCEAN Dr","Oxnard","CA","93035",1755000,3,2,"Other (OTHR)",1561,2500,1983,NA,1124,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/223-Ocean-Dr-93035/home/4526388","CRMLS","F1775425","Y","Y","223 OCEAN Dr, Oxnard, CA",5831,3.6,69972,-119.2156189,34.1485865,6806200,0.599,1051245,703755,100,-119.2156189,34.1485865
"PAST SALE",NA,"Single Family Residential","301 Ocean Dr","Oxnard","CA","93035",1075000,3,4,NA,2362,2178,1982,NA,455,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/301-Ocean-Dr-93035/home/4526387",NA,NA,"Y","Y","301 Ocean Dr, Oxnard, CA",8009,3.55,96108,-119.2157286,34.1486784,6806200,0.599,643925,431075,100,-119.2157286,34.1486784
"RENTAL",NA,"Single Family Residential","305 Ocean Dr","Oxnard","CA","93035",9000,5,4,"Silverstrand Beach - 0308",2428,2500,1977,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/305-Ocean-Dr-93035/home/4526397",NA,NA,"Y","Y","305 Ocean Dr, Oxnard, CA",7742.20417775119,3.49,92906.4501330143,-119.2157644,34.1487205,6806200,0.599,5391,3609,100,-119.2157644,34.1487205
"PAST SALE",NA,"Single Family Residential","309 Ocean Dr","Oxnard","CA","93035",97000,4,3,NA,2047,2178,1977,NA,47,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/309-Ocean-Dr-93035/home/4526398",NA,NA,"Y","Y","309 Ocean Dr, Oxnard, CA",6640,3.43,79680,-119.2158346,34.1487392,6806200,0.599,58103,38897,100,-119.2158346,34.1487392
"PAST SALE",NA,"Condo/Co-op","317 Ocean Dr","Oxnard","CA","93035",4e+05,4,4,NA,1865,NA,1977,NA,214,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/317-Ocean-Dr-93035/home/4529354",NA,NA,"Y","Y","317 Ocean Dr, Oxnard, CA",4291,3.34,51492,-119.2159221,34.1488339,6806200,0.599,239600,160400,100,-119.2159221,34.1488339
"RENTAL",NA,"Townhouse","313 Ocean Dr","Oxnard","CA","93035",5490,2,2,"VC32 - Oxnard - Port Hueneme Beaches",1700,NA,1977,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/313-Ocean-Dr-93035/home/4529351",NA,NA,"Y","Y","313 Ocean Dr, Oxnard, CA",5145.177610686,3.35,61742.131328232,-119.2158459,34.1488853,6806200,0.599,3288.51,2201.49,100,-119.2158459,34.1488853
"PAST SALE",NA,"Single Family Residential","321 Ocean Dr","Oxnard","CA","93035",675000,4,3,NA,2047,2178,1977,NA,330,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/321-Ocean-Dr-93035/home/4526396",NA,NA,"Y","Y","321 Ocean Dr, Oxnard, CA",6844,3.36,82128,-119.2159402,34.1489193,6806200,0.599,404325,270675,100,-119.2159402,34.1489193
"PAST SALE","March-29-2018","Single Family Residential","320 Ocean Dr","Oxnard","CA","93035",665000,3,3,"Silverstrand Beach - 0308",2125,1400,1974,NA,313,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/320-Ocean-Dr-93035/home/4526314","CRMLS","V0-217010669","Y","Y","320 Ocean Dr, Oxnard, CA",6232,3.35,74784,-119.21577980741,34.1490748301028,6806200,0.599,398335,266665,100,-119.21577980741,34.1490748301028
"PAST SALE",NA,"Single Family Residential","401 Ocean Dr","Oxnard","CA","93035",390000,3,2,NA,1838,2178,1978,NA,212,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/401-Ocean-Dr-93035/home/4526386",NA,NA,"Y","Y","401 Ocean Dr, Oxnard, CA",5768,3.39,69216,-119.2160276,34.1490765,6806200,0.599,233610,156390,100,-119.2160276,34.1490765
"PAST SALE","November-10-2022","Single Family Residential","405 Ocean Dr","Oxnard","CA","93035",3218000,4,4.5,"VC32 - Oxnard - Port Hueneme Beaches",2792,2500,2011,NA,1153,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/405-Ocean-Dr-93035/home/4526385","CRMLS","V1-14024","Y","Y","405 Ocean Dr, Oxnard, CA",8384,3.37,100608,-119.2161638,34.1490809,6806200,0.599,1927582,1290418,73,-119.2161638,34.1490809
"PAST SALE","November-8-2021","Single Family Residential","409 Ocean Dr","Oxnard","CA","93035",3400000,3,4,"Silverstrand Beach - 0308",3402,NA,1999,NA,999,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/409-Ocean-Dr-93035/home/4526384","CRMLS","V1-8346","Y","Y","409 Ocean Dr, Oxnard, CA",9619,3.44,115428,-119.2161525,34.1491733,6806200,0.599,2036600,1363400,84,-119.2161525,34.1491733
"PAST SALE","April-13-2017","Single Family Residential","413 Ocean Dr","Oxnard","CA","93035",2090000,4,3,"Oxnard - Port Hueneme Beaches",2848,2500,NA,NA,734,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/413-Ocean-Dr-93035/home/4526383","TheMLS","16-170528","Y","Y","413 Ocean Dr, Oxnard, CA",8568,3.45,102816,-119.2161912,34.1492199,6806200,0.599,1251910,838090,100,-119.2161912,34.1492199
"PAST SALE","March-31-2010","Single Family Residential","417 OCEAN Dr","Oxnard","CA","93035",1300000,3,3.5,"Other (OTHR)",2330,2500,1991,NA,558,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/417-Ocean-Dr-93035/home/4526395","CRMLS","V0-90009645","Y","Y","417 OCEAN Dr, Oxnard, CA",8132,3.51,97584,-119.2162433,34.1492689,6806200,0.599,778700,521300,100,-119.2162433,34.1492689
"PAST SALE",NA,"Single Family Residential","433 Ocean Dr","Oxnard","CA","93035",60000,4,3,NA,2860,2178,1978,NA,21,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/433-Ocean-Dr-93035/home/4526394",NA,NA,"Y","Y","433 Ocean Dr, Oxnard, CA",8205,3.58,98460,-119.2162685,34.1493273,6806200,0.599,35940,24060,100,-119.2162685,34.1493273
"PAST SALE",NA,"Single Family Residential","435 Ocean Dr","Oxnard","CA","93035",5e+05,3,3,NA,3092,2178,1987,NA,162,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/435-Ocean-Dr-93035/home/4526382",NA,NA,"Y","Y","435 Ocean Dr, Oxnard, CA",8320,3.61,99840,-119.2163147,34.1493799,6806200,0.599,299500,200500,100,-119.2163147,34.1493799
"PAST SALE",NA,"Multi-Family (2-4 Unit)","501 Ocean Dr","Oxnard","CA","93035",537000,NA,NA,NA,3161,3049,1977,NA,170,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/501-Ocean-Dr-93035/home/4526381",NA,NA,"Y","Y","501 Ocean Dr, Oxnard, CA",3358,3.69,40296,-119.2163733,34.1494911,6806200,0.599,321663,215337,100,-119.2163733,34.1494911
"PAST SALE",NA,"Single Family Residential","513 Ocean Dr","Oxnard","CA","93035",940000,5,5,NA,3690,3049,1985,NA,255,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/513-Ocean-Dr-93035/home/4526379",NA,NA,"Y","Y","513 Ocean Dr, Oxnard, CA",9345,3.75,112140,-119.216528,34.1496232,6806200,0.599,563060,376940,100,-119.216528,34.1496232
"PAST SALE",NA,"Single Family Residential","525 Ocean Dr","Oxnard","CA","93035",425000,1,1,NA,570,2613,1938,NA,746,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/525-Ocean-Dr-93035/home/4526378",NA,NA,"Y","Y","525 Ocean Dr, Oxnard, CA",2677,3.79,32124,-119.2166354,34.1497954,6806200,0.599,254575,170425,100,-119.2166354,34.1497954
"PAST SALE",NA,"Single Family Residential","601 Ocean Dr","Oxnard","CA","93035",315000,3,2,NA,2590,2178,NA,NA,122,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/601-Ocean-Dr-93035/home/4526377",NA,NA,"Y","Y","601 Ocean Dr, Oxnard, CA",6722,3.82,80664,-119.2167404,34.149885,6806200,0.599,188685,126315,100,-119.2167404,34.149885
"PAST SALE",NA,"Single Family Residential","605 Ocean Dr","Oxnard","CA","93035",1300000,2,1,NA,812,2178,1938,NA,1601,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/605-Ocean-Dr-93035/home/4526376",NA,NA,"Y","Y","605 Ocean Dr, Oxnard, CA",3358,3.82,40296,-119.2167971,34.1499713,6806200,0.599,778700,521300,96,-119.2167971,34.1499713
"PAST SALE",NA,"Single Family Residential","617 Ocean Dr","Oxnard","CA","93035",1490000,3,4,NA,3516,2178,1988,NA,424,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/617-Ocean-Dr-93035/home/4526374",NA,NA,"Y","Y","617 Ocean Dr, Oxnard, CA",9613,3.83,115356,-119.2169657,34.1500914,6806200,0.599,892510,597490,100,-119.2169657,34.1500914
"PAST SALE",NA,"Single Family Residential","625 Ocean Dr","Oxnard","CA","93035",460000,2,2,NA,2311,2178,1978,NA,199,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/625-Ocean-Dr-93035/home/4526373",NA,NA,"Y","Y","625 Ocean Dr, Oxnard, CA",6174,3.84,74088,-119.2170251,34.1501728,6806200,0.599,275540,184460,100,-119.2170251,34.1501728
"PAST SALE",NA,"Multi-Family (2-4 Unit)","701 Ocean Dr","Oxnard","CA","93035",25000,NA,NA,NA,2446,2178,1975,NA,10,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/701-Ocean-Dr-93035/home/4526789",NA,NA,"Y","Y","701 Ocean Dr, Oxnard, CA",6679,3.86,80148,-119.2171085,34.1502534,6806200,0.599,14975,10025,100,-119.2171085,34.1502534
"PAST SALE",NA,"Single Family Residential","705 Ocean Dr","Oxnard","CA","93035",3750000,3,5,NA,2934,2178,2005,NA,1278,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/705-Ocean-Dr-93035/home/4526787",NA,NA,"Y","Y","705 Ocean Dr, Oxnard, CA",9449,3.85,113388,-119.21717,34.150337,6806200,0.599,2246250,1503750,95,-119.21717,34.150337
"PAST SALE","April-1-2019","Single Family Residential","725 Ocean Dr","Oxnard","CA","93035",2035000,3,4,"VC32 - Oxnard - Port Hueneme Beaches",2212,2550,1975,NA,920,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/725-Ocean-Dr-93035/home/4526780","CRMLS","V0-218007581","Y","Y","725 Ocean Dr, Oxnard, CA",8384,3.87,100608,-119.2173656,34.1505766,6806200,0.599,1218965,816035,100,-119.2173656,34.1505766
"PAST SALE","February-12-2024","Single Family Residential","801 Ocean Dr","Oxnard","CA","93035",2874432,3,2,"VC32 - Oxnard - Port Hueneme Beaches",2130,2550,1987,NA,1349,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/801-Ocean-Dr-93035/home/4526778","CRMLS","V1-21220","Y","Y","801 Ocean Dr, Oxnard, CA",6300,3.87,75600,-119.2174201,34.1506971,6806200,0.599,1721784.768,1152647.232,84,-119.2174201,34.1506971
"PAST SALE",NA,"Single Family Residential","805 Ocean Dr","Oxnard","CA","93035",372500,4,2,NA,1734,2178,1947,NA,215,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/805-Ocean-Dr-93035/home/4526774",NA,NA,"Y","Y","805 Ocean Dr, Oxnard, CA",5927,3.99,71124,-119.2175042,34.1507615,6806200,0.599,223127.5,149372.5,100,-119.2175042,34.1507615
"PAST SALE",NA,"Single Family Residential","813 Ocean Dr","Oxnard","CA","93035",1650000,4,3,NA,1792,2178,1961,NA,921,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/813-Ocean-Dr-93035/home/4526770",NA,NA,"Y","Y","813 Ocean Dr, Oxnard, CA",6679,3.86,80148,-119.2175494,34.150854,6806200,0.599,988350,661650,100,-119.2175494,34.150854
"PAST SALE","November-30-2021","Single Family Residential","817 Ocean Dr","Oxnard","CA","93035",4295000,5,4,"Silverstrand Beach - 0308",3408,2550,2000,NA,1260,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/817-Ocean-Dr-93035/home/4526768","CRMLS","V1-8742","Y","Y","817 Ocean Dr, Oxnard, CA",9817,4.27,117804,-119.2176623,34.1508775,6806200,0.599,2572705,1722295,100,-119.2176623,34.1508775
"PAST SALE","September-30-2016","Single Family Residential","825 OCEAN Dr","Oxnard","CA","93035",2295000,4,3,"Silverstrand Beach",1700,NA,1940,NA,1350,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/825-Ocean-Dr-93035/home/4526766","CRMLS","V0-216012526","Y","Y","825 OCEAN Dr, Oxnard, CA",5137,3.89,61644,-119.2176968,34.150984,6806200,0.599,1374705,920295,87,-119.2176968,34.150984
"PAST SALE",NA,"Single Family Residential","901 Ocean Dr","Oxnard","CA","93035",3100000,4,5,NA,3502,2178,2005,NA,885,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/901-Ocean-Dr-93035/home/4526763",NA,NA,"Y","Y","901 Ocean Dr, Oxnard, CA",9687,3.44,116244,-119.2177976,34.1510734,6806200,0.599,1856900,1243100,94,-119.2177976,34.1510734
"PAST SALE",NA,"Single Family Residential","905 Ocean Dr","Oxnard","CA","93035",40000,3,3,NA,1465,2178,NA,NA,27,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/905-Ocean-Dr-93035/home/4526762",NA,NA,"Y","Y","905 Ocean Dr, Oxnard, CA",5878,3.3,70536,-119.2178893,34.1511364,6806200,0.599,23960,16040,100,-119.2178893,34.1511364
"PAST SALE","November-1-2023","Single Family Residential","913 Ocean Dr","Oxnard","CA","93035",3580000,4,3,"VC32 - Oxnard - Port Hueneme Beaches",2441,2550,1973,NA,1467,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/913-Ocean-Dr-93035/home/4526794","CRMLS","V1-19490","Y","Y","913 Ocean Dr, Oxnard, CA",8371,2.88,100452,-119.2179226,34.1512303,6806200,0.599,2144420,1435580,36,-119.2179226,34.1512303
"PAST SALE",NA,"Single Family Residential","925 Ocean Dr","Oxnard","CA","93035",61500,4,4,NA,2584,2178,1970,NA,24,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/925-Ocean-Dr-93035/home/4526759",NA,NA,"Y","Y","925 Ocean Dr, Oxnard, CA",8699,3.28,104388,-119.2180255,34.1513793,6806200,0.599,36838.5,24661.5,100,-119.2180255,34.1513793
"PAST SALE",NA,"Single Family Residential","1001 Ocean Dr","Oxnard","CA","93035",75000,4,NA,NA,3263,2178,1986,NA,23,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/1001-Ocean-Dr-93035/home/4526757",NA,NA,"Y","Y","1001 Ocean Dr, Oxnard, CA",8043,3.8,96516,-119.2181107,34.1515019,6806200,0.599,44925,30075,100,-119.2181107,34.1515019
"PAST SALE","November-13-2012","Single Family Residential","1013 Ocean Dr","Oxnard","CA","93035",1400000,3,2.5,"Silverstrand Beach - 0308",2504,2550,1988,NA,559,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1013-Ocean-Dr-93035/home/4526751","CRMLS","V0-12003802","Y","Y","1013 Ocean Dr, Oxnard, CA",9162,3.82,109944,-119.2182675,34.1516356,6806200,0.599,838600,561400,100,-119.2182675,34.1516356
"PAST SALE",NA,"Single Family Residential","1017 Ocean Dr","Oxnard","CA","93035",665000,2,2,NA,1969,2178,NA,NA,338,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/1017-Ocean-Dr-93035/home/4526750",NA,NA,"Y","Y","1017 Ocean Dr, Oxnard, CA",5993,3.74,71916,-119.2183401,34.1517119,6806200,0.599,398335,266665,100,-119.2183401,34.1517119
"PAST SALE",NA,"Single Family Residential","1025 Ocean Dr","Oxnard","CA","93035",22000,4,2,NA,1312,2178,1974,NA,17,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/1025-Ocean-Dr-93035/home/4526749",NA,NA,"Y","Y","1025 Ocean Dr, Oxnard, CA",4863,3.72,58356,-119.2184213,34.1517745,6806200,0.599,13178,8822,100,-119.2184213,34.1517745
"PAST SALE","May-31-2013","Single Family Residential","1101 OCEAN Dr","Oxnard","CA","93035",2675000,4,3.5,"VC32 - Oxnard - Port Hueneme Beaches",3210,2550,2011,NA,833,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1101-Ocean-Dr-93035/home/4526746","CRMLS","13000113","Y","Y","1101 OCEAN Dr, Oxnard, CA",9645,3.75,115740,-119.218485,34.1518911,6806200,0.599,1602325,1072675,100,-119.218485,34.1518911
"PAST SALE",NA,"Single Family Residential","1105 Ocean Dr","Oxnard","CA","93035",2375000,3,3,NA,2065,2178,1981,NA,1150,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/1105-Ocean-Dr-93035/home/4526745",NA,NA,"Y","Y","1105 Ocean Dr, Oxnard, CA",7144,3.77,85728,-119.2185364,34.1519648,6806200,0.599,1422625,952375,100,-119.2185364,34.1519648
"PAST SALE",NA,"Single Family Residential","1113 Ocean Dr","Oxnard","CA","93035",150000,4,6,NA,2195,2178,2014,NA,68,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/1113-Ocean-Dr-93035/home/4526797",NA,NA,"Y","Y","1113 Ocean Dr, Oxnard, CA",8043,3.51,96516,-119.2186033,34.1520426,6806200,0.599,89850,60150,100,-119.2186033,34.1520426
"PAST SALE","November-6-2018","Single Family Residential","1117 Ocean Dr","Oxnard","CA","93035",2900000,3,3,"Oxnard - PH Beaches",2916,2674,1990,NA,995,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1117-Ocean-Dr-93035/home/4526800","CSMAR","218004405","Y","Y","1117 Ocean Dr, Oxnard, CA",8407,3.57,100884,-119.218673,34.1521263,6806200,0.599,1737100,1162900,93,-119.218673,34.1521263
"PAST SALE","May-25-2018","Single Family Residential","1125 Ocean Dr","Oxnard","CA","93035",1700000,4,2.5,"Silverstrand Beach - 0308",1380,2183,1957,NA,1232,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1125-Ocean-Dr-93035/home/4526743","CRMLS","V0-217011876","Y","Y","1125 Ocean Dr, Oxnard, CA",8954,3.72,107448,-119.2187265,34.1522027,6806200,0.599,1018300,681700,100,-119.2187265,34.1522027
"PAST SALE",NA,"Single Family Residential","1201 Ocean Dr","Oxnard","CA","93035",865000,4,2,NA,2121,2178,1960,NA,408,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/1201-Ocean-Dr-93035/home/4527486",NA,NA,"Y","Y","1201 Ocean Dr, Oxnard, CA",6552,3.44,78624,-119.2188081,34.1522953,6806200,0.599,518135,346865,100,-119.2188081,34.1522953
"PAST SALE","September-21-2021","Single Family Residential","1205 Ocean Dr","Oxnard","CA","93035",2475000,2,2,"Oxnard - PH Beaches",1041,2550,1933,NA,2378,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1205-Ocean-Dr-93035/home/4527482","CSMAR","221002906","Y","Y","1205 Ocean Dr, Oxnard, CA",4351,3.54,52212,-119.2188655,34.1523853,6806200,0.599,1482525,992475,47,-119.2188655,34.1523853
"PAST SALE","February-2-2012","Single Family Residential","1213 Ocean Dr","Oxnard","CA","93035",1475000,3,3,"VC32 - Oxnard - Port Hueneme Beaches",2154,2550,1977,NA,685,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1213-Ocean-Dr-93035/home/4527477","CRMLS","V0-11017409","Y","Y","1213 Ocean Dr, Oxnard, CA",8150,3.74,97800,-119.2189566,34.1524384,6806200,0.599,883525,591475,100,-119.2189566,34.1524384
"PAST SALE","August-14-2012","Single Family Residential","1301 Ocean Dr","Oxnard","CA","93035",1550000,3,3,"Silverstrand Beach - 0308",2044,1913,1998,NA,758,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1301-Ocean-Dr-93035/home/4527547","CRMLS","V0-12004031","Y","Y","1301 Ocean Dr, Oxnard, CA",6695,3.73,80340,-119.2191607,34.152674,6806200,0.599,928450,621550,100,-119.2191607,34.152674
"PAST SALE","December-15-2016","Single Family Residential","1305 Ocean Dr","Oxnard","CA","93035",2050000,3,3,"Oxnard - PH Beaches",2216,1913,1998,NA,925,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1305-Ocean-Dr-93035/home/4527543","CSMAR","216008793","Y","Y","1305 Ocean Dr, Oxnard, CA",7474,3.73,89688,-119.2192061,34.1527417,6806200,0.599,1227950,822050,100,-119.2192061,34.1527417
"PAST SALE","December-31-1998","Single Family Residential","1309 Ocean Dr","Los Angeles","CA","93035",750000,3,2.75,"Oxnard",NA,NA,1988,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1309-Ocean-Dr-93035/home/4527539","TheMLS","829692","Y","Y","1309 Ocean Dr, Los Angeles, CA",5317,3.73,63804,-119.2192825,34.1527721,6806200,0.599,449250,300750,100,-119.2192825,34.1527721
"PAST SALE",NA,"Single Family Residential","1313 Ocean Dr","Oxnard","CA","93035",858000,2,3,NA,1629,1873,1988,NA,527,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/1313-Ocean-Dr-93035/home/4527535",NA,NA,"Y","Y","1313 Ocean Dr, Oxnard, CA",5812,3.73,69744,-119.2193302,34.1528417,6806200,0.599,513942,344058,100,-119.2193302,34.1528417
"PAST SALE","January-24-2019","Single Family Residential","1317 Ocean Dr","Oxnard","CA","93035",2050000,3,3.5,"Silverstrand Beach - 0308",2263,2550,1976,NA,906,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1317-Ocean-Dr-93035/home/4527508","CRMLS","V0-218013983","Y","Y","1317 Ocean Dr, Oxnard, CA",6854,3.73,82248,-119.2193854,34.1529064,6806200,0.599,1227950,822050,100,-119.2193854,34.1529064
"PAST SALE",NA,"Single Family Residential","1325 Ocean Dr","Oxnard","CA","93035",380000,5,2,NA,2184,2178,1972,NA,174,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/1325-Ocean-Dr-93035/home/4527514",NA,NA,"Y","Y","1325 Ocean Dr, Oxnard, CA",6527,3.73,78324,-119.219462,34.1529717,6806200,0.599,227620,152380,100,-119.219462,34.1529717
