parcel_id,scenario,cliff_scenario,retreat_year,mc_enabled,mc_n_sims,mc_mean_year,mc_median_year,mc_sd_year,mc_q05_year,mc_q25_year,mc_q75_year,mc_q95_year,mc_range_years,retreat_trigger,timing_category,cliff_exposure_status,initial_cliff_dist_m,parameter_set,rental_yield,discount_rate,damage_threshold,owner_utility,ADDRESS,PRICE,strval,landval,LATITUDE,LONGITUDE,rent,npv_rent,buyout_uncapped,buyout_price
79,High,NA,48,TRUE,100,47.71,48,0.8562898593539008,46,47,48,49,3,flood_storm_mc,mid_term,safe,2110.9341514209373,baseline,0.05,0.02,0.15,0,4377 Del Mar Ave,5270327,2571919.576,2698407.424,34.396214,-119.533268,263516.35000000003,8244525.882915802,10942933.306915803,5270327
80,High,NA,40,TRUE,100,39.66,40,0.878704280245187,38,39,40,41,3,flood_storm_mc,mid_term,safe,2095.9633350261897,baseline,0.05,0.02,0.15,0,4387 Del Mar Ave,3462651,1689773.6879999998,1772877.3120000002,34.396189,-119.533103,173132.55000000002,4830846.354969485,6603723.666969485,3462651
81,High,NA,81,TRUE,100,80.97,81,0.1714466079977653,81,81,81,81,0,no_retreat,no_retreat,safe,2095.4451801992136,baseline,0.05,0.02,0.15,0,4393 Del Mar Ave,2682883,1309246.9039999999,1373636.0960000001,34.3964777,-119.5329353,134144.15,NA,NA,NA
82,High,NA,81,TRUE,100,80.91,81,0.32082595426382343,80,81,81,81,1,no_retreat,no_retreat,safe,2084.56784499239,baseline,0.05,0.02,0.15,0,4405 Del Mar Ave,5740000,2801120,2938880,34.3965197,-119.5327801,287000,NA,NA,NA
83,High,NA,81,TRUE,100,79.89,81,2.369396632908978,74.95,81,81,81,6.049999999999997,no_retreat,no_retreat,safe,2073.531125999307,baseline,0.05,0.02,0.15,0,4411 Del Mar Ave,9228476,4964224.745623995,4264251.254376005,34.3965611,-119.5326227,461423.80000000005,NA,NA,NA
84,High,NA,49,TRUE,100,49.34,49,0.5724305789148302,49,49,50,50,1,flood_storm_mc,mid_term,safe,2048.187917491842,baseline,0.05,0.02,0.15,0,4431 Del Mar Ave,2903509,1416912.392,1486596.608,34.3965778,-119.5323059,145175.45,4598159.386733401,6084755.994733401,2903509
85,High,NA,54,TRUE,100,54.4,54,0.7247430753394787,53,54,55,55.05,2.049999999999997,flood_storm_mc,late,safe,2035.6746685804203,baseline,0.05,0.02,0.15,0,4447 Del Mar Ave,2968552,1448653.376,1519898.624,34.3964477,-119.5322315,148427.6,4971589.725785523,6491488.349785523,2968552
86,High,NA,49,TRUE,100,49.4,49,0.6030226891555273,49,49,50,50.05,1.0499999999999972,flood_storm_mc,mid_term,safe,1971.822596840461,baseline,0.05,0.02,0.15,0,100 Sandyland Cove Rd,1842488,899134.144,943353.856,34.396788,-119.5312412,92124.40000000001,2917867.1366762253,3861220.9926762255,1842488
87,High,NA,81,TRUE,100,80.91,81,0.28762349126466136,80,81,81,81,1,no_retreat,no_retreat,safe,2002.780959876993,baseline,0.05,0.02,0.15,0,4477 Avenue Del Mar,7500000,3660000,3840000,34.3963265,-119.5319049,375000,NA,NA,NA
88,High,NA,81,TRUE,100,80.98,81,0.14070529413628968,81,81,81,81,0,no_retreat,no_retreat,safe,1969.2674822439935,baseline,0.05,0.02,0.15,0,4501 Del Mar Ave,4749193,2317606.184,2431586.816,34.396271,-119.5315317,237459.65000000002,NA,NA,NA
89,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1950.199210389455,baseline,0.05,0.02,0.15,0,4509 Del Mar Ave,4361113,2128223.144,2232889.856,34.395982,-119.531471,218055.65000000002,NA,NA,NA
90,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1937.7215941522172,baseline,0.05,0.02,0.15,0,4513 Del Mar Ave,3813899,1861182.712,1952716.288,34.395957,-119.531335,190694.95,NA,NA,NA
91,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1932.8063458268575,baseline,0.05,0.02,0.15,0,4517 Avenue Del Mar,6501121,3172547.048,3328573.952,34.3962075,-119.5311269,325056.05000000005,NA,NA,NA
92,High,NA,81,TRUE,100,80.76,81,0.9002805398902336,79,81,81,81,2,no_retreat,no_retreat,safe,1919.68761474679,baseline,0.05,0.02,0.15,0,4525 Del Mar Ave,9900000,4831200,5068800,34.39617,-119.53099,495000,NA,NA,NA
93,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1892.1611145065797,baseline,0.05,0.02,0.15,0,4535 Del Mar Ave,3601893,1757723.784,1844169.216,34.3960752,-119.5307125,180094.65000000002,NA,NA,NA
94,High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,1871.1155714491715,baseline,0.05,0.02,0.15,0,4555 Avenue Del Mar,8700000,4245600,4454400,34.3959425,-119.5305369,435000,NA,NA,NA
95,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1836.7904305317777,baseline,0.05,0.02,0.15,0,4561 Avenue Del Mar,15423112,7526478.6559999995,7896633.3440000005,34.3958263,-119.5301897,771155.6000000001,NA,NA,NA
96,High,NA,81,TRUE,100,80.95,81,0.2972941950052816,81,81,81,81,0,no_retreat,no_retreat,safe,1816.8236451070777,baseline,0.05,0.02,0.15,0,4567 Avenue Del Mar,2300000,1122400,1177600,34.3957943,-119.529966,115000,NA,NA,NA
97,High,NA,81,TRUE,100,80.97,81,0.1714466079977653,81,81,81,81,0,no_retreat,no_retreat,safe,1805.3380983754444,baseline,0.05,0.02,0.15,0,4575 Del Mar Ave,1999872,975937.536,1023934.464,34.3957423,-119.5298578,99993.6,NA,NA,NA
98,High,NA,81,TRUE,100,80.94,81,0.31204765240863036,81,81,81,81,0,no_retreat,no_retreat,safe,1793.0440647775438,baseline,0.05,0.02,0.15,0,4581 Avenue Del Mar,6400000,3123200,3276800,34.3956907,-119.5297395,320000,NA,NA,NA
99,High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,1780.9261060014674,baseline,0.05,0.02,0.15,0,4587 Avenue Del Mar,6763204,3300443.552,3462760.448,34.3956596,-119.5296108,338160.2,NA,NA,NA
100,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1737.010306703751,baseline,0.05,0.02,0.15,0,4599 Del Mar Ave,3950000,1927600,2022400,34.3955931,-119.5291153,197500,NA,NA,NA
101,High,NA,81,TRUE,100,80.91,81,0.5143398239932958,81,81,81,81,0,no_retreat,no_retreat,safe,1658.8301569789112,baseline,0.05,0.02,0.15,0,4729 Sandyland Rd,1008362,492080.656,516281.344,34.3955075,-119.5282081,50418.100000000006,NA,NA,NA
102,High,NA,81,TRUE,100,80.25,81,1.5787413475374117,76,81,81,81,5,no_retreat,no_retreat,safe,1652.2847980759425,baseline,0.05,0.02,0.15,0,4725 Sandyland Rd,1025768,500574.784,525193.216,34.3954589,-119.5281589,51288.4,NA,NA,NA
103,High,NA,81,TRUE,100,80.95,81,0.2972941950052816,81,81,81,81,0,no_retreat,no_retreat,safe,1641.9660874225706,baseline,0.05,0.02,0.15,0,4757 Sandyland Rd,997468,486764.38399999996,510703.61600000004,34.3952484,-119.5281668,49873.4,NA,NA,NA
104,High,NA,48.5,TRUE,100,48.4,48.5,0.6666666666666666,47,48,49,49,2,flood_storm_mc,mid_term,safe,1601.483383196239,baseline,0.05,0.02,0.15,0,4763 Sandyland Rd,4000000,1952000,2048000,34.3951954,-119.5277027,200000,6296161.5134362085,8344161.5134362085,4000000
105,High,NA,48,TRUE,100,48.38,48,0.6159496240715951,47,48,49,49,2,flood_storm_mc,mid_term,safe,1601.6796796374524,baseline,0.05,0.02,0.15,0,4773 Sandyland Rd,5909782,2883973.616,3025808.384,34.3951914,-119.5277077,295489.10000000003,9244843.946379403,12270652.330379402,5909782
106,High,NA,81,TRUE,100,80.93,81,0.2931886695621029,80,81,81,81,1,no_retreat,no_retreat,safe,1583.0821956003624,baseline,0.05,0.02,0.15,0,4797 Sandyland Rd,3659137,1785658.856,1873478.144,34.3952598,-119.527433,182956.85,NA,NA,NA
107,High,NA,81,TRUE,100,80.89,81,0.3450955072018601,80,81,81,81,1,no_retreat,no_retreat,safe,1503.1380148524363,baseline,0.05,0.02,0.15,0,4842 Sandyland Rd,1100824,537202.112,563621.888,34.3952865,-119.5264141,55041.200000000004,NA,NA,NA
108,High,NA,81,TRUE,100,79.5,81,3.7321967966993554,75,81,81,81,6,no_retreat,no_retreat,safe,1471.387602833373,baseline,0.05,0.02,0.15,0,4854 Sandyland Rd,1900000,927200,972800,34.3951615,-119.5261022,95000,NA,NA,NA
109,High,NA,81,TRUE,100,80.66,81,1.0937840903778207,77,81,81,81,4,no_retreat,no_retreat,safe,1524.369913039254,baseline,0.05,0.02,0.15,0,4809 Sandyland,3438288,1677884.544,1760403.456,34.3949144,-119.5269331,171914.40000000002,NA,NA,NA
110,High,NA,81,TRUE,100,80.88,81,0.4329835418058607,80,81,81,81,1,no_retreat,no_retreat,safe,1380.828299096645,baseline,0.05,0.02,0.15,0,4902 Sandyland Rd #141,708202,345602.576,362599.424,34.3947236,-119.5252708,35410.1,NA,NA,NA
111,High,NA,81,TRUE,100,80.47,81,1.4802061008555873,78,81,81,81,3,no_retreat,no_retreat,safe,1402.781415528173,baseline,0.05,0.02,0.15,0,4901 Sandyland Rd,3950000,1927600,2022400,34.3944267,-119.5257484,197500,NA,NA,NA
112,High,NA,81,TRUE,100,80.58,81,1.1026139740442145,78,81,81,81,3,no_retreat,no_retreat,safe,1386.8323440708714,baseline,0.05,0.02,0.15,0,4921 Sandyland Rd #2,2600000,1268800,1331200,34.3942884,-119.5256414,130000,NA,NA,NA
113,High,NA,81,TRUE,100,79.9,81,1.9924098397912438,76,78,81,81,5,no_retreat,no_retreat,safe,1398.8456073140687,baseline,0.05,0.02,0.15,0,4921 Sandyland Rd,2550000,1244400,1305600,34.3942312,-119.5258257,127500,NA,NA,NA
